codeFleet,depot_id,hours_service,model_code,line_code,manufacturer,overhaulLast,id_unit,year_commission,region_install,serial_number,ownerOperator,duty_class
FB,7,10665.20000,APU-12,L3,"Carter, Kim and Allen",2018/10/25,956,2021,Moura,HS-4880-50973,Trapp Langern OHG mbH,L
FA,83,16476.60000,APU-15,L4,"Moore, Kennedy and Berger",18 Sep 2020,957,2020,Macedo de Cavaleiros,RU-1680-96515,Amorim,heavy
FC,42,11509.90000,APU-12,L5,Zobel,2021/11/26,958,2021,Harrisbury,NS-6560-61221,Mangold GbR,2
FA,32,22303.80000,XC-7,L2,Gutknecht Stiftung & Co. KG,22 Feb 2022,959,2018,Christinehaven,CT-7696-97157,Schenk GmbH,L
FA,83,4183.60000,APU-15,L1,Leal Freitas S/A,13 Apr 2018,960,2023,Harrisbury,KA-0318-04620,Allen-Ferguson,3
FD,39,13769.10000,APU-12,L5,"Henson, Walker and Pruitt",2021-08-18,961,2021,Angelashire,ZB-6632-86150,Trevino-Turner,light
FA,83,23614.00000,APU-15,L3,"Becker, Sanchez and Crawford","03/26/2015, 00:00:00",962,2018,São João da Madeira,DW-2416-60985,Trapp Langern OHG mbH,H
FA,23,7048.30000,APU-12,L5,Rogner KG,2021-02-02,963,2022,Schleiz,RZ-0490-49101,Rogner KG, L 
FB,24,7910.80000,APU-12,L4,Pinho Lopes Lda.,27 Mar 2016,964,2022,Klötze,DB-0749-01497,Trevino-Turner,N
FA,0,5517.70000,APU-20,L1,Hofmann Bender GmbH,"06/07/2018, 00:00:00",965,2023,Christinehaven,IA-9550-39779,Schenk GmbH,light
FE,23,8836.60000,APU-20,L6,"Moore, Kennedy and Berger",2020-02-04,966,2022,West Andrewborough,ST-2304-62354,Macedo Faria e Filhos,1
FC,88,15850.10000,XC-7,L6,"Carter, Kim and Allen",2017/01/26,967,2020,Tondela,JV-0300-61784,Trapp Langern OHG mbH,3
FC,95,9408.40000,APU-20,L4,"Rivers, Welch and Hood","02/28/2023, 00:00:00",968,2022,Johnfort,JT-1290-57787,Allen-Ferguson, N 
FA,46,20408.90000,XC-7,L3,Rogner KG,06 Nov 2021,969,2019,Amarante,NC-2521-91346,"Gibbs, Scott and Moore",med
FB,92,13489.80000,APU-15,L3,James PLC,"11/19/2023, 00:00:00",970,2021,Oranienburg,OZ-1766-41488,Amorim, 3 
FC,12,,APU-12,L3,"Carter, Kim and Allen",21 Feb 2017,971,2024,Biedenkopf,AO-2012-83463,James PLC,3
FE,52,35291.90000,XC-7,L5,Schenk GmbH,2016-01-05,972,2014,Angermünde,RV-1474-63229,Trapp Langern OHG mbH,1
FA,60,23586.20000,APU-20,L2,Hövel Jopich KG,"06/25/2023, 00:00:00",973,2018,Tondela,NM-3443-48504,"Moore, Kennedy and Berger",med
FE,65,12685.20000,XC-7,L4,Huhn KGaA,06 Jan 2021,974,2021,Quarteira,EN-1269-71962,Silva,H
FB,103,9550.70000,APU-20,L5,Stroh,2024/03/13,975,2022,South Sabrina,WW-4208-40175,"Barker, Henson and Neal",H
FB,77,18416.80000,APU-12,L2,Macedo Faria e Filhos,"10/01/2018, 00:00:00",976,2019,Nordhausen,PX-3386-08251,Stroh,normal
FC,10,15842.00000,APU-15,L4,Pinto Gaspar S.A.,2016/01/27,977,2020,South Renee,EX-1756-06714,Hermighausen Weinhold AG & Co. KG,light
FB,98,12537.00000,APU-15,L3,Hermighausen Weinhold AG & Co. KG,2022-09-01,978,2021,Genthin,TK-9691-42170,Reinhardt,heavy
FC,101,4136.30000,APU-20,L2,Walker Ltd,2016-11-30,979,2023,Harrisbury,UM-5374-25557,Allen-Ferguson,heavy
FD,40,10801.70000,APU-20,L4,"Rivers, Welch and Hood","06/30/2017, 00:00:00",980,2021,Gifhorn,GY-9869-81505,Zobel,L
FC,20,13537.70000,APU-12,L3,Walker Ltd,03 Jun 2021,981,2021,Angelashire,GY-4714-12404,Trevino-Turner,L
FE,5,21304.70000,APU-20,L2,Hövel Jopich KG,2016/08/04,982,2018,Loulé,WK-4690-83819,"Barker, Henson and Neal",L
FD,62,14770.90000,APU-12,L1,Walker Ltd,2018-02-12,983,2020,Sacavém,EM-8124-45219,Hermighausen Weinhold AG & Co. KG,med
FC,60,4366.60000,APU-20,L4,Amorim,"12/25/2017, 00:00:00",984,2023,Angelashire,YV-3638-72377,Reinhardt,N
FE,97,18546.60000,APU-12,L6,"Rivers, Welch and Hood",2017/06/01,985,2019,Hensleyville,LD-4686-26814,Mangold GbR,H
FC,72,13684.70000,APU-20,L5,Zobel,20 Dec 2017,986,2021,Torres Vedras,JF-3600-95643,Pinto Gaspar S.A.,N
FA,58,5353.90000,XC-7,L5,Stroh,26 Apr 2020,987,2023,Genthin,GJ-5064-79282,Pinto Gaspar S.A.,normal
FE,101,,APU-12,L4,Roy and Sons,19 Sep 2021,988,2021,Hensleyville,FS-6275-34080,Kraushaar GbR, 2 
FA,62,20884.80000,APU-12,L6,Rogner KG,2016/03/17,989,2019,Bad Freienwalde,LM-4902-37545,Faria,2
FA,52,18093.10000,APU-20,L4,Pinto Gaspar S.A.,04 Dec 2021,990,2019,Lake Amy,HA-0147-23830,Teixeira,normal
FD,27,36708.60000,APU-20,L1,Pinho Lopes Lda.,05 Dec 2024,991,2014,Nordhausen,EC-1078-98122,Rädel Löwer AG,1
FC,31,16672.70000,APU-15,L5,Stroh,2023-11-20,992,2020,Angermünde,ZA-0304-13312,Trapp Langern OHG mbH,L
FE,4,19335.40000,APU-15,L6,Pinho Lopes Lda.,13 Aug 2015,993,2019,West Andrewborough,VT-4345-41716,James PLC,N
FD,111,9158.10000,APU-15,L1,"Gibbs, Scott and Moore",09 Oct 2018,994,2022,New Danielshire,VP-7158-46968,Trevino-Turner,heavy
FB,97,5878.30000,APU-20,L1,James PLC,05 May 2024,995,2023,São Salvador de Lordelo,SM-1772-95009,Ribeiro,L
FB,15,18395.70000,APU-15,L3,Christoph GmbH,26 Apr 2016,996,2019,Caldas da Rainha,LV-4827-97857,Trevino-Turner,light
FD,111,8999.40000,APU-12,L5,Mitschke,"09/02/2022, 00:00:00",997,2022,Genthin,SW-3699-03138,Kraushaar GbR,1
FE,8,,APU-12,L1,"Becker, Sanchez and Crawford",2023/06/30,998,2023,Leeberg,ZW-6262-96402,Schenk GmbH,light
FD,1,10324.90000,APU-20,L2,Leal Freitas S/A,2019-07-15,999,2022,Macedo de Cavaleiros,VG-2896-00553,James PLC,L
FB,42,45000.00000,APU-12,L6,Rädel Löwer AG,13 Mar 2020,1000,2012,Klötze,NU-2244-76636,Mitschke,med
FE,40,11989.70000,APU-12,L6,Amorim,2024/04/28,1001,2021,Angelashire,MB-0381-56282,"Becker, Sanchez and Crawford", 1 
FB,1,16073.00000,APU-12,L4,Heinrich,2016-07-04,1002,2020,Horta,NR-0269-66587,Mangold GbR, L 
FE,12,15866.80000,APU-12,L1,Mitschke,2021-07-24,1003,2020,Ebersberg,VQ-3040-18068,Zobel,light
FB,45,15748.50000,APU-20,L3,Allen-Ferguson,2024/10/12,1004,2020,São João da Madeira,OD-5586-29807,Trapp Langern OHG mbH,N
FE,1,8266.90000,APU-20,L4,"Henson, Walker and Pruitt",2020-08-22,1005,2022,Cartaxo,OU-4995-98535,Christoph GmbH,light
FB,15,6147.00000,APU-15,L5,Walker Ltd,"01/17/2015, 00:00:00",1006,2023,Fiães,UO-4247-22303,"Henson, Walker and Pruitt",light
FB,9,13211.40000,APU-15,L4,Roy and Sons,2020/09/01,1007,2021,Loulé,EZ-8693-69178,"Rivers, Welch and Hood",L
FC,94,9577.00000,APU-12,L3,"Rivers, Welch and Hood",2020-10-23,1008,2022,Moura,VH-3325-01506,Leal Freitas S/A, 3 
FB,77,35133.70000,XC-7,L4,"Barker, Henson and Neal","04/25/2016, 00:00:00",1009,2014,Gomezberg,IL-4485-19283,"Henson, Walker and Pruitt",N
FB,54,15572.30000,APU-20,L6,Christoph GmbH,"10/23/2022, 00:00:00",1010,2020,Ochsenfurt,JW-9939-76643,Zobel,normal
FE,58,11108.00000,APU-20,L1,Pinho Lopes Lda.,2020/07/01,1011,2021,Port Alanside,KX-7219-16220,James PLC,L
FB,72,,APU-20,L2,Hofmann Bender GmbH,13 Aug 2015,1012,2018,Biedenkopf,MM-6967-94062,"Rivers, Welch and Hood", N 
FD,36,7363.20000,APU-12,L2,Stroh,"11/17/2018, 00:00:00",1013,2022,Naila,GN-4888-49960,"Carter, Kim and Allen", L 
FD,73,14497.40000,XC-7,L2,Mitschke,"06/26/2022, 00:00:00",1014,2020,Naila,ZJ-8130-00718,Ribeiro,N
FD,88,10622.70000,APU-12,L2,Trevino-Turner,"02/03/2016, 00:00:00",1015,2021,Port Alanside,PP-7862-32912,"Barker, Henson and Neal",H
FD,111,13992.10000,XC-7,L3,Hermighausen Weinhold AG & Co. KG,2020/02/05,1016,2021,Bruchsal,HC-8841-07840,Zobel,heavy
FC,3,8115.70000,XC-7,L4,James PLC,2015-01-21,1017,2022,Schleiz,BK-5975-68925,Huhn KGaA,1
FA,92,20616.80000,APU-20,L5,Reinhardt,"10/07/2020, 00:00:00",1018,2019,Oranienburg,KO-6703-71903,Reinhardt,H
FC,78,4665.80000,APU-12,L4,Roy and Sons,07 Mar 2019,1019,2023,Biedenkopf,BW-3345-52541,Schenk GmbH,normal
FC,91,22258.30000,XC-7,L2,Zobel,2017-01-22,1020,2018,Biedenkopf,PT-4530-14848,Kraushaar GbR,N
FA,51,25553.90000,APU-12,L5,"Carter, Kim and Allen","04/29/2022, 00:00:00",1021,2017,Youngfort,UG-1273-34881,Trevino-Turner,light
FB,0,11839.20000,APU-15,L1,James PLC,"07/03/2015, 00:00:00",1022,2021,São Salvador de Lordelo,DE-7245-92655,Ribeiro,normal
FE,82,17733.50000,APU-20,L5,Gutknecht Stiftung & Co. KG,01 Jun 2019,1023,2019,Naila,MR-9660-80839,"Hernandez, Malone and Smith",normal
FB,86,4748.10000,APU-15,L5,Walker Ltd,2023-07-02,1024,2023,Caldas da Rainha,XV-0903-30695,Rädel Löwer AG,3
FB,27,14621.60000,APU-20,L2,Schenk GmbH,"07/27/2018, 00:00:00",1025,2020,Fiães,JT-0916-62112,Mitschke,light
FB,58,15988.10000,APU-20,L3,Stroh,"04/03/2023, 00:00:00",1026,2020,Naila,MF-6400-51304,Zobel,2
FB,62,25807.60000,APU-12,L6,Roy and Sons,2019/06/12,1027,2017,Nürtingen,YD-0464-97156,Pinto Gaspar S.A.,normal
FA,90,11045.70000,XC-7,L6,Huhn KGaA,2016-03-15,1028,2021,Johnfort,HA-3632-00422,Christoph GmbH,heavy
FC,89,6117.70000,XC-7,L6,Huhn KGaA,2017/04/04,1029,2023,Moniqueside,CD-9004-42224,Trapp Langern OHG mbH,heavy
FC,83,10278.90000,APU-15,L6,Macedo Faria e Filhos,31 Mar 2019,1030,2022,Angelashire,QE-5522-87105,Gutknecht Stiftung & Co. KG,H
FA,7,6116.20000,APU-15,L5,Reinhardt,"12/28/2024, 00:00:00",1031,2023,Kusel,DA-2546-55109,Hofmann Bender GmbH,1
FE,14,8166.70000,XC-7,L1,Zobel,07 Jun 2018,1032,2022,Nürtingen,OI-6536-46237,Hermighausen Weinhold AG & Co. KG,L
FE,29,12112.60000,APU-12,L3,"Barker, Henson and Neal",2023/11/05,1033,2021,Chaves,VF-6335-15124,Teixeira,1
FE,115,15669.80000,APU-15,L2,Leal Freitas S/A,2016-02-28,1034,2020,Torres Novas,WG-7908-17432,Johnson-Garrett,H
FD,89,8955.30000,XC-7,L1,Trapp Langern OHG mbH,2024/08/09,1035,2022,Cartaxo,FB-6395-48864,Walker Ltd, heavy 
FD,22,32569.20000,APU-12,L1,Pinto Gaspar S.A.,18 Jun 2019,1036,2015,Ochsenfurt,NK-2600-41628,Trapp Langern OHG mbH, light 
FB,74,4097.70000,APU-15,L2,Amorim,"11/20/2019, 00:00:00",1037,2023,Oranienburg,XT-1929-14955,"Rivers, Welch and Hood",med
FB,101,4574.50000,APU-12,L2,"Hernandez, Malone and Smith",2019-08-28,1038,2023,East Joshuabury,TA-4863-37516,Walker Ltd,3
FA,9,10226.90000,XC-7,L2,Leal Freitas S/A,"01/22/2016, 00:00:00",1039,2022,West Nicolechester,AN-4182-77915,Hermighausen Weinhold AG & Co. KG,L
FA,71,4643.50000,APU-12,L5,Kraushaar GbR,2017/02/12,1040,2023,Youngfort,ZI-1063-26930,Gutknecht Stiftung & Co. KG,light
FA,18,10867.10000,APU-12,L4,Leal Freitas S/A,2022-03-31,1041,2021,Moniqueside,CZ-5595-15945,Rädel Löwer AG,L
FD,99,14113.90000,APU-20,L1,Zobel,2015/11/06,1042,2020,Nürtingen,EO-0424-58888,Rogner KG,H
FB,57,25088.10000,APU-12,L1,Huhn KGaA,"07/12/2023, 00:00:00",1043,2017,Guimarães,LP-9207-20726,"Moore, Kennedy and Berger",2
FB,12,39791.50000,APU-12,L4,Huhn KGaA,09 Nov 2017,1044,2013,Lake Amy,BU-8935-51319,Silva,light
FC,53,5233.10000,XC-7,L6,Mangold GbR,2016/01/23,1045,2023,Torres Vedras,LB-6077-45389,Christoph GmbH,1
FA,8,7107.80000,APU-15,L6,Heinrich,2018/01/12,1046,2022,Torres Vedras,SA-7791-83208,"Rivers, Welch and Hood",L
FB,73,8637.30000,APU-12,L1,Reinhardt,"02/08/2018, 00:00:00",1047,2022,Quarteira,VT-5989-24287,Trevino-Turner,N
FB,36,20132.40000,XC-7,L1,Pinho Lopes Lda.,25 May 2017,1048,2019,Barbarachester,ER-6825-56364,Pinto Gaspar S.A.,1
FD,105,16113.00000,XC-7,L2,"Becker, Sanchez and Crawford",2017-08-18,1049,2020,Moura,FT-3886-18505,"Barker, Henson and Neal",N
FB,46,,XC-7,L3,Reinhardt,04 Mar 2015,1050,2023,Cartaxo,VO-1098-70680,"Becker, Sanchez and Crawford",2
FA,93,7235.10000,APU-20,L3,"Barker, Henson and Neal","10/24/2021, 00:00:00",1051,2022,Naila,GC-9798-36305,Schenk GmbH,heavy
FE,58,16142.40000,XC-7,L4,Hofmann Bender GmbH,26 Mar 2020,1052,2020,Leeberg,MY-6100-02843,"Moore, Kennedy and Berger",normal
FD,64,3632.20000,APU-12,L4,Pinto Gaspar S.A.,2019-06-25,1053,2023,New Danielshire,CQ-2142-84229,"Moore, Kennedy and Berger",med
FE,72,4798.40000,APU-12,L1,Teixeira,2023-10-01,1054,2023,Oranienburg,JM-3764-69688,Mitschke,2
FA,66,12741.60000,APU-20,L6,Pinho Lopes Lda.,2020-10-12,1055,2021,Tondela,ZE-7452-41187,Ribeiro,3
FC,83,10063.70000,APU-20,L2,Mangold GbR,"07/30/2022, 00:00:00",1056,2022,West Nicolechester,UL-0842-41674,Gutknecht Stiftung & Co. KG,N
FA,77,6125.50000,XC-7,L2,Hermighausen Weinhold AG & Co. KG,21 Jul 2023,1057,2023,Chaves,IX-7999-88653,Schenk GmbH,2
FA,112,7116.10000,XC-7,L4,Leal Freitas S/A,06 Jan 2017,1058,2022,Bad Freienwalde,SG-5115-47740,Pinto Gaspar S.A.,H
FE,33,9373.90000,XC-7,L3,Huhn KGaA,05 Jan 2016,1059,2022,Tondela,OT-3719-45215,Mitschke,1
FC,12,11720.30000,XC-7,L4,Hermighausen Weinhold AG & Co. KG,"03/21/2017, 00:00:00",1060,2021,Moura,YL-6953-99520,"Rivers, Welch and Hood",1
FE,25,11667.90000,APU-15,L2,"Hernandez, Malone and Smith",02 Jan 2023,1061,2021,São Salvador de Lordelo,DV-8381-94730,Schenk GmbH,H
FC,33,19991.60000,XC-7,L1,Mangold GbR,2022-12-02,1062,2019,New Danielshire,XP-0513-74106,"Moore, Kennedy and Berger", L 
FB,90,10381.00000,APU-20,L6,Leal Freitas S/A,02 May 2015,1063,2022,São Salvador de Lordelo,DE-7410-82353,Johnson-Garrett,H
FA,103,7330.10000,APU-20,L5,Christoph GmbH,2023/05/14,1064,2022,Leeberg,NA-1217-47706,Silva,heavy
FA,91,10409.10000,XC-7,L4,Roy and Sons,"06/05/2020, 00:00:00",1065,2022,Barbarachester,ZE-4091-57719,"Henson, Walker and Pruitt",H
FB,66,5059.70000,APU-12,L3,Hövel Jopich KG,2020/11/03,1066,2023,São Salvador de Lordelo,NY-2098-85568,Hermighausen Weinhold AG & Co. KG,N
FC,25,10060.70000,APU-15,L2,Trevino-Turner,"04/17/2022, 00:00:00",1067,2022,West Andrewborough,NI-2792-57149,Silva,light
FD,84,16167.20000,XC-7,L6,Gutknecht Stiftung & Co. KG,2015-11-18,1068,2020,Regen,LC-7331-94658,Amorim,heavy
FE,20,19979.80000,APU-12,L3,Mangold GbR,"02/20/2017, 00:00:00",1069,2019,São João da Madeira,TC-5175-24747,Reinhardt,3
FD,24,18086.30000,APU-20,L5,Gutknecht Stiftung & Co. KG,2016/09/17,1070,2019,Quarteira,HS-7667-84861,"Rivers, Welch and Hood",light
FC,61,21113.30000,XC-7,L4,Mangold GbR,2023-09-11,1071,2018,Gomezberg,CR-4942-16951,"Hernandez, Malone and Smith",2
FC,75,6464.00000,APU-20,L6,Hövel Jopich KG,13 Jun 2019,1072,2023,Macedo de Cavaleiros,YE-7697-27953,Hövel Jopich KG,med
FD,59,2684.00000,APU-20,L3,"Barker, Henson and Neal",2015/09/06,1073,2024,Bad Freienwalde,JI-0973-66367,Macedo Faria e Filhos,N
FD,28,10166.70000,APU-15,L3,Schenk GmbH,"10/05/2022, 00:00:00",1074,2022,Trancoso,NE-6740-24737,Teixeira,L
FC,63,10130.50000,XC-7,L3,"Henson, Walker and Pruitt",24 Oct 2018,1075,2022,Loulé,SZ-2832-88882,Leal Freitas S/A, med 
FD,59,13987.00000,APU-12,L4,Mangold GbR,2017/01/18,1076,2021,West Nicolechester,MV-2890-09998,Ribeiro,normal
FB,87,10886.80000,APU-15,L5,Walker Ltd,2022/02/22,1077,2021,Gifhorn,HG-8161-03497,Kraushaar GbR,H
FE,57,9763.80000,APU-15,L1,Mangold GbR,2024-03-16,1078,2022,Klötze,ON-9228-47162,"Rivers, Welch and Hood",med
FB,3,13931.80000,APU-15,L2,Trevino-Turner,2022-10-29,1079,2021,Regen,WI-1030-94501,Rogner KG,1
FD,42,6750.50000,APU-12,L1,Leal Freitas S/A,"05/10/2023, 00:00:00",1080,2023,Lake Amy,KL-9768-92165,"Becker, Sanchez and Crawford",2
FE,49,15839.80000,XC-7,L5,Huhn KGaA,2016-04-26,1081,2020,Fiães,GT-9502-80908,Zobel,2
FD,71,5812.30000,APU-20,L1,Leal Freitas S/A,26 Apr 2021,1082,2023,Torres Vedras,CH-5217-82512,"Hernandez, Malone and Smith", med 
FC,19,8871.90000,APU-12,L1,Rogner KG,2015/01/20,1083,2022,West Nicolechester,UG-7438-45090,Huhn KGaA,L
FD,115,4524.20000,APU-15,L3,Leal Freitas S/A,2019-10-22,1084,2023,Horta,RL-9052-05555,Schenk GmbH,L
FC,31,10798.80000,XC-7,L2,"Moore, Kennedy and Berger","03/24/2017, 00:00:00",1085,2021,Hensleyville,SU-6124-55875,Hövel Jopich KG,1
FD,67,4375.20000,APU-12,L6,"Henson, Walker and Pruitt","01/14/2016, 00:00:00",1086,2023,Guimarães,JR-2652-59258,Mitschke,2
FE,21,12849.30000,APU-20,L2,Hövel Jopich KG,2020/04/01,1087,2021,São João da Madeira,TY-6711-59787,"Henson, Walker and Pruitt",H
FC,37,14939.90000,APU-12,L5,Reinhardt,2021/10/31,1088,2020,Moura,JU-6113-55837,Zobel,light
FC,4,21742.00000,XC-7,L4,Reinhardt,"02/13/2019, 00:00:00",1089,2018,Naila,BM-4249-16827,Mitschke,L
FA,104,12899.60000,XC-7,L6,"Barker, Henson and Neal",23 Nov 2024,1090,2021,Cartaxo,OW-6862-59486,"Carter, Kim and Allen",H
FA,57,23668.60000,APU-15,L5,Huhn KGaA,2015-12-05,1091,2018,Kusel,FR-2526-22184,Huhn KGaA, normal 
FB,70,45000.00000,XC-7,L1,Stroh,2022/09/27,1092,2012,Sacavém,LK-1620-73978,Pinto Gaspar S.A.,normal
FE,56,16477.40000,APU-15,L5,Hofmann Bender GmbH,28 Oct 2017,1093,2020,Lourosa,LW-3755-82334,Kraushaar GbR,N
FE,77,11214.70000,XC-7,L6,Huhn KGaA,2015/10/18,1094,2021,Nürtingen,NP-7067-53649,Hofmann Bender GmbH, med 
FD,115,5238.90000,APU-12,L5,"Henson, Walker and Pruitt",2017/08/08,1095,2023,Bad Freienwalde,GU-0204-34345,Ribeiro,3
FE,6,11815.60000,APU-12,L1,"Moore, Kennedy and Berger",2018/07/09,1096,2021,Johnnymouth,BT-4422-41461,Pinto Gaspar S.A., 1 
FE,54,11496.40000,APU-15,L5,"Rivers, Welch and Hood",07 Jun 2017,1097,2021,Guimarães,JT-7135-51032,Macedo Faria e Filhos,med
FE,29,32928.30000,APU-20,L4,Ribeiro,10 Sep 2024,1098,2015,Lake Amy,FZ-7331-00347,Mitschke,1
FC,16,4916.10000,APU-20,L6,Rogner KG,26 Jan 2015,1099,2023,Klötze,VC-6431-83382,Pinho Lopes Lda.,L
FC,13,10448.30000,APU-15,L3,Stroh,2015/06/01,1100,2022,East Joshuabury,WS-5574-02408,Ribeiro,L
FD,106,12695.70000,XC-7,L2,Walker Ltd,2018/12/18,1101,2021,São Salvador de Lordelo,KO-0251-92595,Johnson-Garrett,normal
FD,106,,APU-15,L6,Amorim,2019-04-09,1102,2020,Hensleyville,NH-3076-43488,Heinrich,H
FB,72,23878.00000,APU-12,L4,Walker Ltd,2021/07/20,1103,2018,Port Alanside,FC-9424-19219,Johnson-Garrett,N
FD,39,19035.40000,APU-12,L6,Rogner KG,"09/01/2024, 00:00:00",1104,2019,Loulé,EM-7222-37801,"Henson, Walker and Pruitt",light
FE,29,30702.20000,APU-15,L2,"Henson, Walker and Pruitt",2016-06-23,1105,2016,Angelashire,WK-3237-27178,Rädel Löwer AG,light
FD,19,44147.10000,XC-7,L4,Huhn KGaA,02 Feb 2015,1106,2012,Sacavém,UG-4026-51677,Rogner KG,1
FC,81,5556.40000,APU-20,L6,"Barker, Henson and Neal",2019-05-13,1107,2023,Gifhorn,FQ-6154-19379,"Carter, Kim and Allen",3
FB,94,8743.50000,APU-15,L1,Amorim,06 Aug 2016,1108,2022,Gifhorn,NC-7258-67812,Teixeira,heavy
FC,116,14793.30000,APU-12,L1,Silva,"10/19/2015, 00:00:00",1109,2020,Lourosa,ZY-0715-37440,Stroh, L 
FB,99,8978.80000,APU-12,L4,Roy and Sons,2017-09-14,1110,2022,Bruchsal,AA-9043-23367,Rogner KG, 1 
FB,98,6474.60000,APU-15,L5,"Carter, Kim and Allen",27 Jul 2016,1111,2023,Caldas da Rainha,CA-1074-85599,Teixeira, H 
FC,30,13300.90000,APU-12,L3,Reinhardt,2023/05/02,1112,2021,Caldas da Rainha,IL-0893-10738,Zobel,1
FC,94,6800.90000,XC-7,L4,"Moore, Kennedy and Berger",2017-04-29,1113,2023,Vila Real,WW-0748-26905,Mitschke,light
FC,8,,APU-15,L5,Mitschke,2021/06/13,1114,2020,Almada,RC-5579-24592,Trevino-Turner,L
FD,25,2596.60000,XC-7,L1,Mitschke,2016-01-25,1115,2024,Sacavém,UZ-0997-08394,Reinhardt,L
FD,81,21072.20000,XC-7,L1,Stroh,2022-10-06,1116,2018,Genthin,KO-4005-71156,"Hernandez, Malone and Smith",light
FB,40,8893.80000,XC-7,L1,Rogner KG,2019-06-03,1117,2022,Caldas da Rainha,DJ-5172-86234,Heinrich, 2 
FC,75,23419.10000,APU-15,L4,Johnson-Garrett,"03/08/2020, 00:00:00",1118,2018,Torres Novas,GE-2985-20065,"Carter, Kim and Allen",N
FC,111,12712.20000,APU-12,L4,Trevino-Turner,10 Sep 2016,1119,2021,Christinehaven,SQ-4231-72420,"Hernandez, Malone and Smith",light
FA,36,10566.80000,APU-20,L6,Faria,"01/23/2022, 00:00:00",1120,2021,Angelashire,LL-6497-18531,Silva,H
FB,13,,XC-7,L5,Leal Freitas S/A,2019/12/18,1121,2017,Tondela,PJ-6240-99999,"Carter, Kim and Allen",1
FD,43,10938.40000,APU-15,L2,Allen-Ferguson,12 Feb 2018,1122,2021,São Salvador de Lordelo,PV-1077-67686,Allen-Ferguson,N
FC,40,26196.10000,XC-7,L6,Pinto Gaspar S.A.,2019-07-23,1123,2017,Horta,TB-7601-03315,Teixeira,normal
FE,113,,APU-15,L1,Trapp Langern OHG mbH,03 May 2023,1124,2024,Póvoa de Santa Iria,MQ-9514-54381,Rädel Löwer AG,H
FE,111,9964.70000,APU-15,L1,Trevino-Turner,2024/04/10,1125,2022,Zerbst,MN-8762-37944,"Rivers, Welch and Hood",heavy
FD,95,6392.60000,APU-20,L1,Schenk GmbH,10 Jan 2017,1126,2023,Torres Vedras,DN-4081-37580,Mangold GbR,N
FD,58,14401.60000,XC-7,L5,Hofmann Bender GmbH,24 Jul 2021,1127,2020,West Andrewborough,MY-6443-36360,Gutknecht Stiftung & Co. KG,normal
FB,9,18151.00000,XC-7,L2,Mitschke,"06/09/2016, 00:00:00",1128,2019,Caldas da Rainha,XM-2549-25945,Leal Freitas S/A,L
FC,39,7361.80000,APU-15,L5,Schenk GmbH,2021-04-22,1129,2022,Moura,VM-1929-71903,Leal Freitas S/A,light
FB,73,8812.80000,APU-20,L1,Allen-Ferguson,"10/08/2021, 00:00:00",1130,2022,São Salvador de Lordelo,KP-6656-14592,Amorim,N
FC,71,25715.80000,APU-15,L6,Teixeira,2022/11/07,1131,2017,Ebersberg,QL-7341-36196,"Becker, Sanchez and Crawford",N
FD,54,9516.40000,APU-12,L2,Zobel,"06/07/2022, 00:00:00",1132,2022,Amarante,AH-3775-23625,"Henson, Walker and Pruitt",2
FC,53,11468.10000,APU-15,L4,"Henson, Walker and Pruitt","02/07/2024, 00:00:00",1133,2021,Torres Novas,BL-3856-55715,Mangold GbR,heavy
FD,86,21921.90000,XC-7,L4,Walker Ltd,07 Jun 2022,1134,2018,Youngfort,VL-2292-56738,Zobel,heavy
FA,77,17379.90000,XC-7,L6,Hermighausen Weinhold AG & Co. KG,"08/11/2017, 00:00:00",1135,2020,São João da Madeira,LG-3861-08169,"Carter, Kim and Allen",med
FE,19,6261.00000,APU-15,L3,"Moore, Kennedy and Berger","02/27/2019, 00:00:00",1136,2023,Moura,QF-2615-65851,Huhn KGaA,1
FE,87,22840.10000,APU-20,L1,Stroh,2022-02-24,1137,2018,Kusel,XQ-8807-69593,Gutknecht Stiftung & Co. KG,3
FC,105,20008.90000,APU-12,L2,James PLC,"07/01/2019, 00:00:00",1138,2019,Zerbst,OO-7262-28619,Heinrich, heavy 
FD,44,11467.60000,XC-7,L3,Trevino-Turner,2019/07/01,1139,2021,Ochsenfurt,SJ-7815-80457,Amorim,N
FE,14,34766.90000,APU-20,L3,Stroh,2021-01-05,1140,2015,Horta,MT-8889-16284,Hermighausen Weinhold AG & Co. KG,L
FD,3,45000.00000,APU-15,L2,Hofmann Bender GmbH,"12/20/2018, 00:00:00",1141,2012,Torres Novas,VZ-9726-45451,"Carter, Kim and Allen",light
FE,15,,APU-12,L5,Schenk GmbH,"07/22/2023, 00:00:00",1142,2022,Horta,FH-4479-50707,Schenk GmbH,1
FA,18,9687.20000,APU-20,L5,Roy and Sons,"12/21/2020, 00:00:00",1143,2022,Naila,HU-5975-59072,Pinho Lopes Lda.,L
FC,17,18142.30000,APU-12,L3,"Becker, Sanchez and Crawford",18 Oct 2020,1144,2019,Klötze,ZH-1249-30071,Trevino-Turner,2
FA,27,32598.80000,XC-7,L1,"Becker, Sanchez and Crawford",14 Feb 2015,1145,2015,Lourosa,AL-4474-84022,Roy and Sons,L
