id_unit	cycleTs	currentMotor	dpFilter	oilTemperature	reservoirPressure	pressureOil	rms_vibration	flowmeter	humidity_intake	noiseAmbient	dischargeDewpoint	Failure
U00145	2023/07/12	3.47758	19.70176	65.36719	8.44481	3.67958	1.81219	26.74254	13.84255	76.52584	4.95244	0
U01741	2023-09-25	2.62147	12.48251	57.76801	8.34869	3.19493	2.52789	25.23189	77.88137	64.13695	9.82864	0
U01013	08 Sep 2023	3.83095	21.73556	44.74684	8.39638	3.60982	2.14780	27.71319	92.10806	84.23098	8.64525	0
U00814	01/14/2023, 01:02:00	6.48503	35.70824	40.91085	9.40708	4.79667	1.54881	31.51103	38.61033	86.23911	15.34693	0
U01076	2023/10/13	4.73907	14.01938	36.91362	9.72856	4.97647	2.81956	25.91119	60.59239	72.48931	11.40865	0
U01798	05 Mar 2023	4.33849	24.75471	50.12896	7.63930	3.21647	3.76145	27.73421	13.26613	67.27756	5.89573	1
U01753	14 Aug 2023	2.89477	35.18386	47.37509	9.66263	4.94894	2.33924	25.81949	93.68395	72.39852	7.41076	0
U01617	20 Sep 2023	4.71537	12.15121	56.89426	8.24734	3.42783	2.33452	30.40482	54.47580	82.38710	11.92210	0
U00423	2023-03-15	3.94043	30.02059	58.33547	9.02628	4.10584	2.63300	27.83646	85.95020	81.62711	7.35082	0
U00505	2023-04-06	4.83027	29.48475	63.65692	8.14563	3.65037	1.95509	15.00000	38.18095	81.61444	8.54901	0
U01808	08/08/2023, 11:31:00	4.22222	24.09891	66.94034	8.36288	3.43230	2.52638	30.79519	39.46686	68.31938	4.16264	0
U00555	2023/04/24	7.54033	14.71444	68.16198	8.54520	3.63985	3.22851	30.61928	23.88515	66.07916	6.38309	0
U90297	2023-07-11	3.42263	15.62406	48.41662	8.64185	4.05015	2.94621	32.79070	39.57340	75.45334	5.40811	0
U01090	10/23/2023, 11:54:00	7.48899	17.66212	63.65844	8.94835	4.35042	2.00141	28.30628	67.54703	68.62981	10.57601	0
U01099	10 Jun 2023	2.92692	17.53841	64.42237	9.53151	4.62101	1.18543	27.12664	88.85717	77.14195	5.56170	0
U01590	2023-11-26	6.43738	16.61536	53.60029	7.45888	2.35389	5.38392	35.90144	83.05460	79.33298	5.87869	0
U00791	11/11/2023, 01:32:00	5.23902	22.01913	65.25738	8.26429	3.11101	1.64648	22.41405	34.10261	77.44906	8.65534	0
U01266	02/06/2023, 01:55:00	3.04218	57.33984	65.78653	9.21488	4.75654	1.91796	29.44399	51.37776	70.40317	4.06554	1
U01682	23 Feb 2023	2.89833	45.36061	66.76050	8.37150	3.19856	4.18469	29.29345	22.33909	85.51497	5.48470	0
U00514	2023/11/22	7.28493	18.25362	62.58016	9.34677	4.28386	3.07631	30.88200	23.83878	87.41539	7.56684	0
U01668	2023/11/07	3.40699	18.62705	54.11789	8.73216	3.41086	3.77897	29.99475	44.41604	77.53290	5.82977	0
U00110	15 Jun 2023	5.10868	12.32704	55.52162	8.53418	3.13943	2.19591	33.48348	84.33806	67.25756	5.72573	0
U00970	2023/01/04	7.63820	21.33213	29.79430	8.59853	3.46945	1.88990	34.18776	37.74370	69.88313	5.96629	0
U01274	30 Oct 2023	5.19751	27.46073	54.23297	8.10625	2.99288	3.07212	28.87652	47.67399	77.39570	8.19064	0
U00432	09/09/2023, 00:14:00	4.07163	20.25268	44.30689	8.69710	3.81474	1.43958	28.56836	28.79260	75.00215	3.11911	0
U01611	07/11/2023, 23:25:00	8.21496	19.90699	63.53833	8.82694	4.09277	4.93207	27.32319	72.27211	76.96911	5.74085	0
U01572	01/01/2023, 10:37:00	1.85738	14.14134	46.64351	8.28376	3.28059	2.23334	23.38042	10.15107	80.72489	6.26571	0
U00544	2023/08/31	5.06872		68.59526	8.51391	3.47497		24.49276	93.84525	67.20113	8.83117	1
U01550	14 Feb 2023	4.21480	18.68791	65.63220	8.74362	3.68309		31.20337	54.20133	77.88269	8.53484	0
U00959	2023-09-23	3.38171	18.59536	58.06271	8.45414	3.62895	3.16890	30.31749	24.07196	82.08570	13.50135	0
U01232	02/01/2023, 19:05:00	7.00203	9.36806	46.27780	9.18380	3.70238	3.69832	31.34507	89.04242	64.53269	2.04331	0
U00183	2023-12-02	2.38170	26.13564	46.77206	9.95076	4.31583	1.75192	27.76108	40.22464	85.69502	8.42758	0
U00947	10 Jun 2023	4.66122	28.30204	69.66537	7.91521	3.12902	3.06532	31.26720	48.46695	65.37720	9.37494	0
U00930	07/03/2023, 16:38:00	4.88476	17.11924	86.88160	8.93599	3.45564	0.91813	31.34486	58.76613	80.78515	8.69864	0
U00409	07/12/2023, 04:03:00	3.82136	12.51188	51.86855	8.58361	3.71346	2.68468	23.30947	73.60520	74.04748	7.42368	0
U01802	2023-12-22	6.07085	12.48122	38.06407	7.94616	2.96299	0.97357	30.46901	26.19859	74.49816	4.73921	0
U00037	12/31/2023, 04:25:00	7.83414	36.23660	44.79235	8.76391	4.04336	4.45275	26.82365	17.35392	69.32118	12.64936	1
U01378	2023/07/21	7.66459	11.55369	51.89380	8.78192	4.40011	4.04294	26.09183	55.09775	72.62256	4.43997	0
U90240	08/22/2023, 06:38:00	8.32405		59.35649	9.02863	3.99207	6.30764	22.03477	15.65209	71.94027	10.93742	0
U00169	11/03/2023, 03:38:00	5.21534	15.21703	62.05352	8.77854	3.41734	10.04369	23.15684	76.79160	81.13459	5.96745	0
U01508	2023-11-04	7.41746	32.06640	51.88474	8.43383	3.25749	1.65761	32.98143		71.31126	7.37072	0
U00794	2023-05-23	5.14884	37.01616	45.77916	9.39796	3.91821	2.04779	28.56718	87.73184	72.29494	9.33783	0
U00070	04 Dec 2023	3.68839	27.57273	58.69325	9.32389	4.01677	4.53427	25.98714	54.73695	64.56373	14.91580	1
U00447	2023-07-21	3.97262	24.13998	61.74584	8.99181	4.05420	2.18966	36.11358	41.48665	72.90929	1.11740	0
U01685	2023-01-17	7.59260	17.73267	68.19301	9.19905	3.83991		20.43882	64.39164	74.54823	5.86492	0
U01331	2023/07/24	5.23217	26.44072	75.48223	9.93719	4.95003	5.88424	22.32494	19.63899	82.20648	9.50324	0
U00458	06/16/2023, 23:55:00	3.60385	17.17188	60.75505	8.54544	3.56644	2.38968	26.39620	18.92981	68.76030	8.83928	0
U00697	03 May 2023	5.98900	34.46046	51.79273	9.30015	4.69034	2.15351	30.71357	10.71690	66.55853	9.19000	0
U01205	2023/07/25	5.02563	25.17234	74.16731	8.77119	3.73149	2.44066	22.84412	80.96576	74.32519	8.04089	0
U01222	2023/03/12	5.66922		37.83735	8.45269	3.73163	0.77095	23.09335	87.79499	73.12305	6.17576	0
U01722	2023-04-04	4.55747	27.46891	58.51795	9.25532	4.07160	1.02102	29.78747	21.82260	76.72276	10.47617	0
U01377	2023-05-16	8.40893	31.51704	37.52839	8.78906	4.15174	4.19209	27.53081	51.47717	77.33041	10.76416	0
U00887	10 Mar 2023	6.03534	9.51066	70.51763	8.48478	3.48909		24.82082	15.69404	72.12208	11.98318	0
U01487	2023-07-29	4.17316	23.73560	55.95419	8.67114	3.48609	2.32629	33.79685	81.39617	78.55147	8.65182	0
U00613	08 Jul 2023	3.31245	14.28860	72.13014	8.30383	2.85353	2.38784	31.01524	23.88758	78.39875	7.12565	0
U01385	03/19/2023, 03:26:00	4.12190	34.54960	62.03663	8.42516	4.04503	2.78492	30.56669	63.87872	60.55980	10.65585	0
U00224	22 Apr 2023	2.23434	28.91840	63.11337	8.86323	3.74216	4.64180	31.19268	49.36445	86.12830	5.05353	0
U00855	09/29/2023, 19:50:00	8.22258	33.62632	52.20126	9.89458	4.12404	0.91476	28.34457	58.78852	74.12087	9.93682	0
U01350	08 Dec 2023	3.40659	11.94906	72.59635	6.90123	2.24191	3.97162	31.22170	58.07432	74.93594	5.27552	0
U01137	2023/02/05	7.64008	12.67335	55.21930	8.77971	3.43810	7.96526	26.50090	66.44226	79.16275	5.82906	1
U00522	08/21/2023, 16:16:00	3.36743	11.70279	71.21794	8.76652	3.72102	0.50000	29.97792		70.14630	3.00895	0
U01385	05 Sep 2023	2.93068	34.02257	39.18869	8.99094	4.16218	2.34407	29.89310	81.14154	75.81209	-1.73153	0
U01731	2023/03/17	7.86475	15.79851	73.95243	8.68935	3.67304	1.87423	25.21638	37.13785	81.47927	12.62640	0
U00145	2023-04-23	4.36984	21.35146	44.15959	8.33117	3.31185	2.49020	35.11499	32.61109	82.38014	6.19525	0
U01406	2023/05/25	7.90410	22.50541	44.03870	8.84503	4.29382	3.05934	27.44421	27.66456	69.87562	4.89070	0
U01400	2023/09/21	3.73267	30.68694	48.23342	8.97051	3.98954	4.85045	24.86730	15.69817	67.39598	6.50756	0
U00436	2023-04-02	3.50875	12.27941	63.62905	7.75073	2.83886	5.33378	30.32953	85.55834	72.14190	11.55342	0
U00017	10/27/2023, 10:10:00	4.29561	36.87187	61.33583	9.20575	4.23571	1.68432	28.76857	30.19004	84.42309	9.80764	0
U01176	2023-04-03	4.47223	61.18521	53.23367	8.46045	3.28784	7.83466	22.76577	89.25304	72.97756	14.24577	1
U01641	2023-10-22	3.49983	38.22721	47.63655	8.02765	2.82600		28.06177	71.20545	75.02269	5.71399	0
U00765	2023/12/10	5.02330	18.41846	69.59133	9.48076	4.51486	3.22915	28.79674	25.88372	75.00792	3.94309	0
U01194	02/12/2023, 18:14:00	8.60351	24.89821	72.00644	7.99912	2.84236		24.50065	37.61180	64.86540	3.29879	1
U01473	07/02/2023, 14:02:00	4.82159	23.59873	58.20448	8.92177	3.93650	2.72344	27.36487	92.21513	75.00663	12.03885	0
U01934	09/02/2023, 11:29:00	3.55977	24.28786	39.48214	7.27318	2.14922	1.54932	24.97451	61.90203	72.94860	5.89195	0
U01120	2023/02/18	7.49821	38.34822	43.49175	7.55723	3.39978	6.55274	33.99418	84.34692	69.51365	10.51664	0
U90442	17 Aug 2023	6.72975	28.34415	46.62928	8.48293	3.69122	2.04713	21.01581	87.80340	69.10581	8.49955	0
U01873	2023-01-05	6.98476	29.26785	54.96817	8.78585	4.27598	3.19918	26.59234	24.42795	71.67584	13.21601	0
U01478	2023-03-30	5.57719	14.34020	62.71339	7.90353	3.10986	1.61724	30.98240	83.65071	67.86737	8.27970	0
U01235	2023/07/07	3.91619	65.75413	37.19176	9.45061	4.00318	7.57412	29.65234	30.94101	82.03873	11.37065	1
U00964	04/05/2023, 08:10:00	5.92497	20.71202	42.30892	7.97881	2.99964	2.13890	30.07993	10.98860	77.10437	9.43350	0
U01939	2023-11-14	2.02836	27.27896	65.35621	8.34667	3.91784	2.69412	25.90192	11.13107	73.57390	7.22032	0
U01304	07 Jan 2023	4.25122	9.11661	41.46238	7.83052	2.53472	1.33756	26.43743	48.71966	74.85684	3.49214	0
U01008	11 Jun 2023	7.51042	21.19007	66.24065	8.68807	4.31942	1.68605	34.73735	76.05694	74.93678	8.43396	0
U01901	01/10/2023, 13:52:00	3.12559	36.35443	76.98009	8.67739	3.45964	3.68070	25.16150	33.25110	77.08659	11.28499	0
U01505	03/09/2023, 18:29:00	5.57234	22.81284	69.53599	8.88964	4.00502	2.04293	29.97798	91.56509	91.31697	10.75290	0
U00632	2023/02/14	9.30770	25.05044	54.14617	8.52427	3.64133	2.86715	23.86835	65.91941	80.38210	7.34301	0
U01145	08/17/2023, 08:21:00	1.83063	33.48071	54.84640	7.94467	2.66918	2.43689	31.31412	80.75607	78.50811	5.44295	0
U01315	11/09/2023, 19:21:00	1.81925	35.12348	28.45083	7.69059	3.47824		27.07227	20.77141	78.80844	9.30176	1
U01462	06/01/2023, 19:35:00	5.14165	33.65820	83.27037	8.81712	3.77339	3.66206	26.60407	61.74142	69.91428	3.85840	1
U90313	16 Dec 2023	6.57447	22.98178	24.52996	9.46819	4.48135	10.43775	32.47570	42.82118	76.51877	11.68349	0
U01401	2023/06/09	4.42260	21.79391	65.64728	9.41781	3.91417	2.33650	27.72359	27.07749	65.53883	2.77804	0
U00081	2023-12-01	4.71475	38.76260	56.35356	8.44862	3.62536	4.61118	22.69719	50.73336	79.21526	9.99253	0
U00559	19 Jan 2023	7.88747	20.02173	55.18232	9.67818	4.81893	3.41632	29.09350		83.59391	2.30423	0
U01494	2023-05-01	3.00168	15.57370	57.15751	8.92001	3.69457	3.13637	31.73387	35.90632	78.76415	6.61050	0
U01182	06/29/2023, 09:47:00	6.66604	30.10108	43.49050	8.38855	3.30115	3.48250	26.93330	56.65051	80.93821	9.37218	0
U01245	02/02/2023, 03:33:00	8.80338	25.83141	62.76936	8.98050	4.00835	3.23312	29.30689	45.93802	76.35927	11.16201	0
U90133	2023/01/31	6.20848	48.54906	55.43414	7.29298	2.87450	3.41237	33.45020		81.32825	9.26388	0
U01871	02/10/2023, 16:40:00	5.91093	31.67688	37.64339	9.25136	4.18519	1.29880	23.48850	68.54685	79.83399	9.23150	1
U01267	2023/11/27	3.03890		72.55860	8.49891	3.73146	1.61156	24.93471	50.94796	74.27818	8.78716	1
U01698	02/02/2023, 02:12:00	7.56183	18.85554	55.60758	8.56323	3.57784	4.84196	27.26132	23.29312	76.39810	5.80729	0
U01376	2023/12/05	6.21137	22.85268	60.71944	8.03348	3.09412	1.22579	28.79689	48.92684	65.54205	5.27307	0
U01505	10/08/2023, 10:21:00	6.12702	21.09600	51.26510	8.17238	2.82510	2.38067	25.92242	12.23836	67.51406	8.96621	0
U00217	2023-09-10	3.28213	31.60916	65.11467	7.62280	2.43470	2.13160	27.81755	59.35406	81.81991	3.78054	0
U00722	08/24/2023, 06:55:00	6.99467	24.61311	61.93134	8.71406	3.71015	3.55690	24.63094	93.78447	74.67247	10.60840	1
U01513	2023/04/01	2.34817	25.20143	64.75075	8.96574	3.77332	6.19910	23.88842		80.43072	13.09062	0
U00739	12/28/2023, 06:25:00	7.97341	23.69791	49.66459	8.62445	3.77018	1.55393	31.48609	34.77188	78.84635	9.16209	0
U00655	09/13/2023, 17:04:00	3.41876	34.28060	64.28500	8.97164	3.72223	2.95530	29.05032	48.26064	68.03967	6.70823	0
U00063	2023-10-28	8.48575	21.77442	35.55940	9.23183	4.10103	3.03700	27.52863	31.65796	80.17992	8.97254	0
U00621	2023/08/12	3.93021	20.23924	63.25366	9.63643	4.46558	4.05220	25.04708	40.94652	77.59363	4.23442	0
U01215	2023-02-26	4.10989	37.80158	68.01214	8.52397	3.85050	3.22115	35.46021	36.72114	70.64223	9.86180	0
U00476	2023/09/08	6.07526	11.24893	49.44274	7.52038	2.67734	2.51178	28.32222	70.17572	79.10981	8.23599	0
U01864	13 Oct 2023	6.23660	41.01394	48.03446	9.48655	4.06347	2.88113	32.68715	29.29305	75.49063	4.68466	0
U00270	12/05/2023, 16:36:00	6.25662	31.47398	38.62884	8.94317	3.98863		28.86446	45.07942	86.38105	10.12438	0
U01795	11/10/2023, 21:39:00	6.07483	25.45351	46.13199	8.98386	3.96862		30.58710	55.31614	72.66419	12.01510	0
U00727	2023/05/08	5.59948	30.81400	56.06459	8.04377	2.69699	8.99216	23.56454	49.37573	73.31216	6.15517	0
U00881	26 Apr 2023	5.22822	47.76995	37.56178	8.99744	3.29465	5.41479	34.05253	82.64121	71.36853	9.32414	0
U01970	2023-03-13	4.19413	20.73637	51.69302	8.94302	3.64843	2.83517	26.10336	51.88250	73.10716	7.94511	0
U01606	2023-08-17	5.18369	19.23296	58.47024	8.96222	3.52004	0.89440	32.83134	43.58056	72.83038	8.92062	0
U01706	2023/08/28	5.78990	15.08455	46.76426	9.77341	4.74024		30.69798	66.03908	71.02652	12.20860	0
U01946	08/31/2023, 16:32:00	3.77289	28.20179	69.11938	9.04396	3.76630	1.57972	26.68996	53.86535	67.98648	5.24564	0
U00635	04/18/2023, 13:39:00	7.93284	13.93291	78.26205	8.40394	3.74440	2.53396	29.29670	55.01928	67.52569	8.63620	0
U00086	05/16/2023, 13:07:00	4.85248	18.25243	65.95564	8.37606	3.62309	1.45506	24.77022	92.19264	77.27852	-0.07345	0
U00111	03/21/2023, 08:33:00	4.23429	26.11683	71.59683	9.25942	4.72990	3.65067	24.74157	50.23446	69.61425	6.72539	0
U01372	10/25/2023, 10:22:00	3.76630	28.64553	67.54081	8.38047	3.72916	3.65577	21.64894	57.27243	83.44693	6.14608	0
U01650	07/31/2023, 06:52:00	7.17025	41.63324	45.14876	8.74519	3.52517	1.49128	28.07776	82.56945	86.44237	4.91216	0
U00715	21 Nov 2023	6.73652	28.46965	56.84386	8.77487	3.41690	2.74680	30.75872	18.41036	81.98950	8.24078	0
U00214	19 Jan 2023	7.57884	19.38166	46.10339	8.80640	3.66575	3.81356	28.20902	71.21235	68.37067	8.66266	0
U00038	26 Jul 2023	4.90045	30.89135	67.82615	9.08411	4.22127	2.75884	28.22089	61.85976	67.39068	10.06593	0
U01333	09 Nov 2023	4.60800	15.78359	76.15927	9.41912	4.54937	2.24752	26.48335	36.20622	76.05131	6.10456	0
U00313	10/24/2023, 04:39:00	4.83836	27.43294	82.78884	8.45410	3.67267	1.47849	29.03334	13.13384	74.03082	8.49683	1
U01946	2023/06/19	3.23267		49.83839	10.07894	4.58069	4.41300	31.18466	33.01580	74.51639	11.62255	0
U00025	05 Feb 2023	1.19397	22.60554	50.34751	8.69334	3.55533	2.94679	25.95068	79.32210	68.15283	11.23567	0
U01244	2023-10-23	3.21657	21.10662	43.62102	10.02348	4.62647	1.51555	28.41601	34.39143	74.87964	9.14334	0
U01396	2023/05/16	4.38961	12.17913	51.97804	8.17434	2.82441	3.45186	28.42539	15.87220	73.11451	12.64431	0
U01488	2023/08/12	6.62277	17.16518	72.45483	9.19881	4.43019	3.18171	24.33039	93.62378	69.11694	10.42909	1
U01442	08 Aug 2023	5.96441	20.24048	77.04359	8.85050	3.78925	1.66031	29.91744	24.17226	75.92696	7.62542	0
U00533	2023-01-14	2.89262	16.38229	79.91561	8.98190	4.28556	2.44540	33.95162		86.64819	6.54027	0
U01077	13 Nov 2023	9.55374	22.94337	47.80100	8.33482	3.35913	3.55667	34.63811		75.11305	7.50559	0
U00527	2023/01/12	3.47554	16.60709	52.54027	8.63964	3.60391	1.83990	23.21762	53.68388	80.15856	11.66120	0
U00565	2023-06-02	3.86137	14.60635	68.02611	8.66351	3.79887		30.38953	84.39891	64.17082	7.78162	0
U01476	10 Jul 2023	4.57265	16.84127	51.20357	7.39382	2.42878	2.67249	26.62138	91.18591	77.63105	10.81683	0
U00217	2023-09-20	4.33218		51.38220	9.10899	3.59575	4.79077	32.14288	69.39881	76.83397	19.57287	1
U00015	2023/09/19	4.96445	41.12803	64.90797	7.42459	2.87738	2.21450	25.78137	63.07925	82.36975	3.92869	0
U01642	2023/01/25	5.89173	31.21398	47.47445	9.12164	4.83509	1.50931	33.67714		86.71635	8.11328	0
U00070	06 Dec 2023	4.00973	16.22111	49.25842	8.86533	3.86440	2.28831	27.75662	76.93884	80.64151	10.90817	0
U00540	04 Dec 2023	5.82323		57.52177	9.36545	4.29044	1.19365	27.12225	24.17537	75.91117	17.77438	1
U01943	2023-03-21	4.11420	24.00747	46.11854	9.13272	3.82452	1.78798	28.77403	38.96131	78.38665	9.63709	0
U01765	07/05/2023, 13:49:00	6.60860	17.77827	46.71475	8.85372	3.44580	2.15838	37.01878	15.14487	75.76849	13.07844	0
U00878	2023/09/10	2.67356	34.15366	49.40854	8.08944	3.29251	1.11040	23.94408	36.05011	78.01833	12.42902	0
U01234	24 Nov 2023	4.73384	19.57806	55.18928	8.23871	2.81005	4.97318	25.53868	63.50376	61.88183	7.27447	0
U01868	2023/05/25	6.35276	10.19560	54.13560	8.03370	3.13942	2.92098	25.58942	66.40048	81.31306	10.20133	0
U00222	04/11/2023, 14:45:00	5.16090	17.88589	48.83376	9.14192	3.92382	3.85813	28.33629	67.15532	73.65522	5.50057	0
U00914	2023-12-16	6.11982	25.47338	30.59093	9.49696	4.11953	2.83371	25.14102	46.23198	74.44742	0.99572	0
U01382	02/21/2023, 05:48:00	4.27889	11.51139	36.31384	8.63516	3.84473	2.72019	23.17092	26.04023	68.57606	7.57542	0
U01591	11/28/2023, 09:53:00	3.07632	22.63480	44.40366	7.93327	3.27908	3.76022	27.72545	78.68451	85.31748	11.77038	1
U01615	2023-09-14	3.38762	21.31472	57.03997	7.46865	2.97204	1.25104	27.42414	33.04160	81.90179	7.10973	0
U00785	08/13/2023, 18:03:00	3.38761	32.65958	56.57864	9.04960	3.91811	5.50129	29.85714	65.93755	66.00572	8.14204	0
U00954	2023/06/09	5.53663	30.37081	38.94079	9.36660	4.17918	1.73998	28.51409	20.59100	68.98135	8.81743	0
U00165	04/12/2023, 17:26:00	4.95057	22.39892	54.42097	8.71808	3.80073	3.25604	24.43660	46.53550	66.77570	7.91225	0
U00098	2023/10/13	2.30809	39.63528	50.79883	8.69717	3.80286	1.14358	27.30664	76.20570	80.11425	11.95983	0
U00333	12 Jun 2023	7.32018	24.52426	70.12674	8.75351	3.42832	2.21830	25.69925	35.23071	78.03170	7.31307	0
U00511	10/30/2023, 01:54:00	5.51079	11.52285	63.63144	8.79459	3.31347	1.32772	28.90786	40.12782	76.92663	6.46163	0
U01085	17 Feb 2023	4.80474	43.17137	77.03479	7.61767	2.43411	6.98567	30.23597	20.12674	77.32486	8.46021	1
U00426	02/15/2023, 22:32:00	6.79139	25.84851	45.83267	8.76673	2.99719	1.95497	26.06788	55.29303	86.43973	12.00866	1
U00427	2023/12/06	3.60690	13.32046	51.63490	8.26945	3.89176	5.76767	37.23479	66.57488	72.84260	13.23626	0
U00038	01/15/2023, 21:08:00	4.28176	12.03041	62.39656	8.56080	3.58578	3.45502	23.34297	40.43332	74.75375	7.64763	0
U01122	04 Apr 2023	5.66735	14.30531	47.38315	9.41741	4.70866	1.40097	33.61028	74.58364	76.22504	3.92847	0
U00114	18 Feb 2023	8.27447	18.84071	72.98750	8.11490	2.80697	2.14864	23.66264	33.69858	75.67432	10.43233	0
U01746	2023/12/17	8.82570	30.58863	66.71362	8.75147	3.80081	3.73593	29.36802	25.04275	74.65431	4.30645	1
U00822	2023-03-08	6.72271	54.40844	64.10519	8.68027	3.28999	2.04708	29.29673	59.34670	68.15623	8.87369	0
U00367	2023/10/26	2.46452	23.62836	56.80990	9.34447	4.14422	1.46701	32.32705	74.01297	70.71503	3.17252	0
U00521	01/13/2023, 03:19:00	4.55793	15.88277	70.70851	8.29312	3.58326	3.55152	30.54671	38.35240	76.51259	11.52238	0
U01622	2023/02/27	2.85578	20.76134	65.52591	9.07180	4.17078	4.03796	26.51721		78.81109	3.25108	0
U01829	02 Sep 2023	7.16169	40.76882	54.73375	7.99806	3.55940	2.58885	27.63849	41.89182	75.42992	10.07685	0
U00166	12/20/2023, 15:31:00	8.12828	15.31892	59.16799	8.32859	3.50387	1.22263	23.69667	15.89019	80.05693	6.56719	0
U01722	2023/02/26	6.61985	24.94452	31.75490	8.88062	3.78918	2.29227	26.91903	59.13842	76.43878	0.85853	0
U90015	2023-12-31	5.53683	16.57436	70.19103	9.21004	4.25651	2.46045	28.51145	40.08063	89.82439	8.43714	0
U00585	2023-09-29	2.33197	16.37257	51.97895	8.29658	3.61801	2.09685	29.19663	41.82493	81.77845	9.81159	0
U01816	14 Feb 2023	2.14107	17.56369	58.40344	7.84060	2.68177	4.00029	31.51283	55.48762	59.88937	11.19612	0
U00658	2023/06/19	4.53973	17.93071	42.93116	8.60595	3.35944	1.93893	28.42734	88.07899	76.50979	6.87771	0
U01010	01/31/2023, 01:53:00	3.98195	13.09700	39.93088	9.50863	4.89434	2.15583	31.67372	24.87387	69.46730	2.16740	0
U01600	2023/08/02	5.79620	26.96994	67.51156	8.43456	3.05770	2.95295	34.25051		84.48083	11.59053	1
U00268	01/14/2023, 15:39:00	6.61942	11.00843	75.92167	7.69510	2.79122	2.57837	33.43085	31.24270	68.24378	6.10470	0
U01988	2023-05-11	5.69307	20.99514	65.34168	8.94696	3.57428	1.66051	23.91829	55.98637	74.77335	7.55326	0
U01351	13 May 2023	5.14680	28.15530	52.42746	9.66997	4.75919	3.87155	33.68471	85.20025	66.98432	11.52190	0
U00856	29 Nov 2023	5.47944	21.51313	55.23409	8.92174	4.11955	2.83804	24.98248	40.45841	67.82708	11.96122	0
U01523	2023/05/26	3.61177	17.43157	46.57188	7.69894	3.30510	3.41816	34.10976	75.14783	75.42928	7.70682	0
U00060	18 Mar 2023	4.25935	47.64181	50.54894	8.84228	3.86886	4.92798	21.36549	48.45798	81.60846	11.63039	0
U01359	2023-11-21	5.54521	36.65188	57.49302	8.52425	3.83324	3.48605	27.84450	57.13899	69.38382	5.27474	0
U00052	07/10/2023, 02:37:00	3.72194	30.14375	50.26031	7.97301	2.37040	2.91602	31.00531	81.16924	69.04573	8.43806	0
U01449	01 Dec 2023	4.09267	21.48318	58.34498	8.87960	3.84626	2.36990	25.17631	15.10028	74.67141	4.82086	0
U00448	2023-12-28	7.19895	26.70357	57.14252	9.31868	4.35322	2.02346	30.10616	59.68084	71.45696	-0.28764	0
U00898	2023/08/28	7.14119	13.61614	44.00437	8.68279	3.90975	3.36272	27.73577	15.05358	71.34891	4.32551	0
U01319	2023-06-12	2.28273	14.48573	51.75712	8.92237	4.14390	1.28890	35.00156	81.08996	86.10062	4.77664	0
U01670	2023-09-27	7.31731	19.88254	45.44227	8.67548	3.50015		24.81399	37.97224	77.80209	9.94157	0
U01811	2023-08-06	3.93751	16.24646	57.69079	9.00403	4.01850	1.25237	18.63242	58.58089	79.88797	8.98159	0
U01388	2023-03-21	8.30412	18.81309	66.39922	9.11132	3.42197	1.42639	27.31824	15.35917	75.08729	2.17366	0
U01439	01 Feb 2023	8.98202	22.88764	56.13774	7.97122	2.93461	0.89083	25.15865		76.22429	6.59168	0
U00025	2023/04/15	3.44629	14.12524	57.17345	8.06404	3.52494	2.42602	24.22439	31.43443	82.65917	6.95160	0
U01630	11/02/2023, 04:13:00	3.07401	27.84864	43.46852	8.52748	2.94097	3.71355	30.58888	21.74404	81.51840	9.75408	0
U01345	2023-08-03	8.19711	29.41233	70.93049	9.38190	4.65981	3.37766	26.51637	40.71516	72.02602	10.81925	0
U00066	2023/03/08	4.03976	14.22761	44.66527	8.72154	3.75228	2.73523	22.28901	69.18773	68.64618	14.21684	0
U01104	06/25/2023, 01:30:00	3.89386		60.23438	8.28831	3.39240	1.66423	27.56125	41.88560	80.29438	1.05117	1
U00753	2023-01-01	6.34120	95.48113	46.62790	8.36323	3.58263	3.18017	29.75148	84.26122	67.28145	10.94877	0
U00126	27 Dec 2023	4.15639	25.69538	37.39232	9.34507	4.13495	3.61619	21.97267	69.47864	73.42647	5.87342	0
U01257	2023/11/28	2.28482	32.62122	60.41779	8.59582	3.98145	2.71678	32.79678	50.19535	85.21115	11.15060	0
U01652	2023/06/30	6.08928	14.91804	64.13384	8.52663	3.84431	2.44832	24.78876	74.43685	76.63798	7.52900	0
U00077	2023-06-09	3.76850	21.25192	41.36491	7.31255	2.35593	1.91055	26.28644	17.21303	79.48294	11.84779	0
U00961	19 Jul 2023	4.48151		84.52742	8.75526	4.92044	1.85276	26.36449	77.55925	83.37353	12.28319	1
U00751	14 Jan 2023	4.77154	23.89859	56.51012	9.37443	4.92780	4.75839	31.10442	53.79793	74.78958	15.86853	0
U01344	19 Jun 2023	7.66794	19.57969	72.32399	8.36957	3.15400	4.89578	29.75043	53.44243	77.35044	6.53214	0
U00104	2023/12/08	3.74217	16.86020	50.37645	8.85839	4.10746	3.11552	26.07478	19.75266	79.10569	8.51956	1
U00439	2023/07/03	7.55219	53.79159	55.09067	9.03792	3.68147	3.39127	20.65349	86.04512	72.07126	11.35773	0
U01833	2023/02/26	8.33265	18.78531	72.29185	9.94400	4.70495	1.88710	28.56374	65.75896	81.14922	8.03835	0
U01624	05 Dec 2023	2.90948	13.21779	50.08195	9.19153	3.87365	2.17283	28.49053	60.67459	68.18453	11.24143	0
